ClaimSubmitted,DateOfIncident,Damages,District,Province,ClaimDetails,ClaimantsAssessment,AgreedPayment,DateClosed,Status
24 August 2010,6 Months Ago,Property Damage,Nad-e-Ali,Helmand,Compound destroyed,,,23 September 2010,D
24 August 2010,2 Months ago,Crop Damage,Nad-e-Ali,Helmand,Not allowed to grow tall crops,,,03 October 2010,D
24 August 2010,1 Year Ago,Wounding ,Nad-e-Ali,Helmand,Brother wounded during fighting,,"7,500.00",16 October 2010,S
24 August 2010,2 Months ago,Property Damage,Nad-e-Ali,Helmand,Compound destroyed,,,23 September 2010,D
24 August 2010,1 Month ago,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"1,000.00",28 August 2010,S
24 August 2010,2 Months ago,Property Damage,Nad-e-Ali,Helmand,Compound damage,,"1,700.00",16 October 2010,S
24 August 2010,1 Month ago,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"1,500.00",28 August 2010,S
24 August 2010,18 May 2009,Property Damage,Marjah,Helmand,Compound destroyed,,,23 September 2010,D
24 August 2010,20 Days Ago,Property Damage,Sangin,Helmand,Compound destroyed,,,23 September 2010,D
24 August 2010,20 Days Ago,Property Damage,Sangin,Helmand,Compound destroyed,,,23 September 2010,D
24 August 2010,1 Month ago,Property Damage,Sangin,Helmand,Livestock killed,,626.00,04 September 2010,S
24 August 2010,1 Month ago,Wounding,Sangin,Helmand,Wife wounded & livestock killed.,,"2,400.00",21 September 2010,S
24 August 2010,21 August 2010,Property Damage,Nahr-e-Saraj,Helmand,Mobile phone missing.,,234.00,28 August 2010,S
24 August 2010,1 Month ago,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"2,000.00",28 August 2010,S
24 August 2010,1 Month ago,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"1,000.00",28 August 2010,S
24 August 2010,1 Month ago,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"1,000.00",28 August 2010,S
24 August 2010,2 Months ago,Property Damage,Sangin,Helmand,Livestock killed,,445.00,04 September 2010,S
24 August 2010,12 July 2010,Property Damage,Sangin,Helmand,Livestock killed,,"1,225.00",04 September 2010,S
24 August 2010,11 August 2010,Property Damage,Nad-e-Ali,Helmand,Compound damage,,"2,000.00",02 October 2010,S
24 August 2010,20 Days Ago,Property Damage,Nad-e-Ali,Helmand,Machinery & cotton destroyed,,,23 September 2010,D
24 August 2010,1 Month ago,Property Damage,Sangin,Helmand,Compound destroyed,,,23 September 2010,D
24 August 2010,18 Days ago,Property Damage,Sangin,Helmand,Livestock killed,,675.00,04 September 2010,S
25 August 2010,08 August 2010,Fatality,Sangin,Helmand,Shot by patrol,,"9,340.00",03 September 2010,S
25 August 2010,3 Days ago,Fatality,Nahr-e-Saraj,Helmand,Daughter killed in cross fire.,,"4,075.00",02 October 2010,S
25 August 2010,22 February 2010,Crop Damage,Nad-e-Ali,Helmand,Crop damage,,250.00,25 September 2010,S
25 August 2010,07 August 2010,Property Damage,Nad-e-Ali,Helmand,Livestock killed,,,25 August 2010,D
25 August 2010,15 Days ago,Property Damage,Nad-e-Ali,Helmand,Agricultural land destroyed,,"1,250.00",30 October 2010,S
25 August 2010,2 Months ago,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,,14 November 2010,D
25 August 2010,3 Days ago,Property Damage,Nad-e-Ali,Helmand,Compound damage,,"2,240.00",06 September 2010,S
25 August 2010,10 July 2010,Crop Damage,Nahr-e-Saraj,Helmand,Crop damage,,,26 August 2010,D
25 August 2010,01 August 2010,Crop Damage,Nahr-e-Saraj,Helmand,Sacks of chaff spoilt,,,25 August 2010,D
26 August 2010,3 Months ago,Property Damage,Nahr-e-Saraj,Helmand,Compound damaged,,,08 September 2010,D
26 August 2010,3 Days ago,Property Damage,Nahr-e-Saraj,Helmand,Trees cut down & water pump destroyed,,"2,360.00",25 September 2010,S
26 August 2010,8 Months Ago,Property Damage,Nad-e-Ali,Helmand,Compound demolished,,"1,785.00",04 December 2010,S
26 August 2010,1 Month ago,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,600.00,28 August 2010,S
26 August 2010,14 June 2010,Wounding,Sangin,Helmand,Son wounded,,"2,550.00",16 October 2010,S
26 August 2010,4 months ago,Fatality,Nad-e-Ali,Helmand,Mother & daughter killed,,,03 October 2010,D
27 August 2010,26 August 2010,Property Damage,Lashkar Gah,Helmand,Shop fire,,"3,970.00",28 August 2010,S
27 August 2010,17 August 2010,RTA,Kabul,Kabul,RTA,,,23 October 2010,D
28 August 2010,I Moth ago,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"1,600.00",25 September 2010,S
28 August 2010,23 August 2010,Wounding,Nad-e-Ali,Helmand,Son wounded,,"1,900.00",25 September 2010,S
28 August 2010,23 August 2010,Wounding,Nad-e-Ali,Helmand,Wounded in crossfire,,600.00,25 September 2010,S
30 August 2010,28 July 2010,Wounding,Nahr-e-Saraj,Helmand,Brother wounded by stray bullet,,750.00,02 October 2010,S
30 August 2010,1 Month ago,Property Damage,Sangin,Helmand,Livestock killed,,750.00,18 September 2010,S
30 August 2010,10 days ago,Property Damage,Nahr-e-Saraj,Helmand,Compound damage,,,23 September 2010,D
30 August 2010,6 Months Ago,Property Damage,Nad-e-Ali,Helmand,Trees cut down,,600.00,04 September 2010,S
30 August 2010,15 Days ago,Property Damage,Nad-e-Ali,Helmand,ISAF 50 cal hit compound during fighting. ,,500.00,18 September 2010,S
30 August 2010,1 Month ago,Property Damage,Sangin,Helmand,Compound damage,,"6,000.00",30 August 2010,S
30 August 2010,March 2010,Property Damage,Musa Qa'leh,Helmand,Compound damage,,"1,050.00",25 September 2010,S
31 August 2010,50 Days ago,Property Damage,Sangin,Helmand,Livestock killed,,570.00,02 October 2010,S
31 August 2010,26 August 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound damage,,300.00,09 October 2010,S
31 August 2010,1 Month ago,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"3,750.00",04 September 2010,S
31 August 2010,3 Months ago,Property Damage,Nad-e-Ali,Helmand,Compound destroyed,,800.00,25 September 2010,S
31 August 2010,3 Weeks ago,Crop Damage,Nad-e-Ali,Helmand,Crops destroyed,,375.00,23 October 2010,S
31 August 2010,1 Month ago,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,700.00,04 September 2010,S
31 August 2010,24 August 2010,Property Damage,Nad-e-Ali,Helmand,Compound destroyed,,"5,250.00",,W
31 August 2010,1 Month ago,Property Damage,Nahr-e-Saraj,Helmand,Trees cut down,,300.00,,W
31 August 2010,5 Months Ago,Property Damage,Nad-e-Ali,Helmand,Compound destroyed,,"1,680.00",24 September 2010,S
31 August 2010,1 Month ago,Property Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"33,200.00",04 September 2010,S
31 August 2010,04 November 2008,Fatality,Nad-e-Ali,Helmand,Daughter killed in cross fire.,,"3,750.00",11 October 2010,S
31 August 2010,31 August 2010,Property Damage,Lashkar Gah,Helmand,Helo flares caused fire.,,,31 August 2010,D
31 August 2010,28 August 2010,Property Damage,Nad-e-Ali,Helmand,Trees & wall cleared for arcs,,"4,000.00",01 February 2011,S
01 September 2010,1 Month ago,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"2,500.00",04 September 2010,S
01 September 2010,30 July 2010,Property Damage,Nahr-e-Saraj,Helmand,Wall destroyed for CP security,,"2,000.00",25 September 2010,S
02 September 2010,26 August 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound destroyed,,,27 September 2010,D
02 September 2010,November 2008,Property Damage,Marjah,Helmand,Compound destroyed,,,30 September 2010,D
02 September 2010,1 Month ago,Property Damage,Sangin,Helmand,Livestock killed,,425.00,16 October 2010,S
02 September 2010,28 August 2010,Property Damage,Nahr-e-Saraj,Helmand,Cow killed,,225.00,25 September 2010,S
02 September 2010,I Month ago,Property Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"1,500.00",25 September 2010,S
02 September 2010,15 Days ago,Property Damage,Nahr-e-Saraj,Helmand,Livestock killed,,"2,020.00",25 September 2010,S
02 September 2010,02 September 2010,Property Damage,Lashkar Gah,Helmand,Mobile phone missing.,,300.00,04 September 2010,S
03 September 2010,14 August 2010,Property Damage,Bastion,Helmand,Windscreen damaged,400.00,250.00,03 November 2010,S
03 September 2010,19 August 2010,Property Damage,Bastion,Helmand,Mobile phone missing.,,100.00,,W
03 September 2010,May 2010,Crop Damage,Nahr-e-Saraj,Helmand,Crops burnt,,500.00,02 October 2010,S
03 September 2010,July 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound damaged,,500.00,04 October 2010,S
04 September 2010,27 May 2010,Fatality,Sangin,Helmand,Brother killed; other brother wounded,,,29 October 2010,D
05 September 2010,17 July 2010,Property Damage,Sangin,Helmand,Shop fire,1494.00,"2,000.00",,W
05 September 2010,05 September 2010,Property Damage,Nad-e-Ali,Helmand,Livestock killed,,0.00,03 October 2010,Misc. Closed
06 September 2010,14 Months ago,Property Damage,Nahr-e-Saraj,Helmand,Compound destroyed,,"1,120.00",02 October 2010,S
06 September 2010,10 days ago,Property Damage,Nahr-e-Saraj,Helmand,Trees destroyed,,"2,400.00",14 October 2010,S
06 September 2010,2 Days ago,Property Damage,Nahr-e-Saraj,Helmand,Compound damage,,125.00,14 October 2010,S
06 September 2010,12 January 2010,Property Damage,Sangin,Helmand,Shop fire,,"4,669.00",24 February 2011,S
07 September 2010,1 Month ago,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,300.00,11 September 2010,S
07 September 2010,1 Month ago,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,300.00,11 September 2010,S
07 September 2010,1 Month ago,Crop Damage,Nahr-e-Saraj,Helmand,Crop cut down,,,19 January 2011,D
07 September 2010,7 Days ago,Property Damage,Sangin,Helmand,Livestock killed,,620.00,11 December 2010,S
07 September 2010,1 Week ago,Fatality,Sangin,Helmand,Daughter killed,,,12 November 2010,D
08 September 2010,35 days ago,Property Damage,Nahr-e-Saraj,Helmand,Compound Damaged,,,23 September 2010,D
08 September 2010,4th Sept 2010,Property Damage,Nahr-e-Saraj,Helmand,Livestock Killed,,330.00,25 September 2010,S
08 September 2010,28th June 2010,Crop Damage,Sangin,Helmand,Helo flares caused set fire to wheat.,,"5,000.00",27 September 2010,S
10 September 2010,23th July,Property Damage,Nahr-e-Saraj,Helmand,Damaged Compound and motorbike destroyed,,230.00,13 October 2010,S
10 September 2010,01 February 2010,Wounding,Nahr-e-Saraj,Helmand,Wounding in cross fire,,750.00,,W
10 September 2010,04 September 2010,Property Damage,Nahr-e-Saraj,Helmand,"Trees cut down, crops and small hut destroyed",,"6,900.00",23 February 2011,S
10 September 2010,22 Augst 2010,Property Damage,Nahr-e-Saraj,Helmand,Trees cut down,,"2,100.00",06 October 2010,S
10 September 2010,04 July 2010,Property Damage,Nahr-e-Saraj,Helmand,1 Cow killed,,,23 September 2010,D
10 September 2010,20 August 2010,Property Damage,Nahr-e-Saraj,Helmand,5 Sheep killed,,,30 September 2010,D
10 September 2010,20 July 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound Destroyed,,"4,200.00",,W
10 September 2010,03 July 2010,Property Damage,Nahr-e-Saraj,Helmand,Trees and Crops Destroyed,,"4,200.00",,W
10 September 2010,02 August 2010,Property Damage,Nahr-e-Saraj,Helmand,Trees cut down; land taken for Route TRIDENT,,"2,600.00",02 October 2010,S
11 September 2010,02 September 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound Destroyed with Bulldozer,,"1,600.00",27 November 2010,S
11 September 2010,01 September 2010,Property Damage,Nahr-e-Saraj,Helmand,Damaged Compound ,,"1,200.00",,W
13 September 2010,02-03 August 2010,Fatalities,Lashkar Gah,Helmand,Wife and Father Killed,,"5,750.00",16 October 2010,S
14 September 2010,1 Month ago,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops ,,400.00,02 October 2010,S
14 September 2010,1 Month ago,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,200.00,02 October 2010,S
14 September 2010,22 July 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound Damage,,800.00,28 September 2010,S
14 September 2010,35 days ago,Wounding,Sangin,Helmand,Compound Damage,,,31 October 2010,D
14 September 2010,04 September 2010,Property Damage,Sangin,Helmand,Compound Damaged,,330.00,,W
14 September 2010,04 September 2010,Crop Damage,Nahr-e-Saraj,Helmand,Crop Damage,,750.00,25 September 2010,S
14 September 2010,5 Days Ago,Property Damage,Nahr-e-Saraj,Helmand,Water Pipe and Trees Damaged,,"1,520.00",02 October 2010,S
15 September 2010,1 Year Ago,Property Damage,Sangin,Helmand,Two Compounds damaged,,,30 September 2010,D
15 September 2010,15 Days ago,Crop Damage,Sangin,Helmand,Crops Destroyed by ISAF,,"1,500.00",22 September 2010,S
16 September 2010,1st September 2010,Property Damage,Sangin,Helmand,Compound Damaged by ISAF,,"1,875.00",06 November 2010,S
19 September 2010,18 September 2010,Property Damage,Nad-e-Ali,Helmand,Goats Killed,,0.00,22 September 2010,S
19 September 2010,18 September 2010,Property Damage,Nad-e-Ali,Helmand,Goats Killed,,0.00,22 September 2010,S
20 September 2010,10 September 2010,Property Damage,Sangin,Helmand,"Trees, Pump & Personal Items destroyed ",,"1,100.00",04 October 2010,S
20 September 2010,7 to 8 Months ago,Property Damage,Nahr-e-Saraj,Helmand,Compond Damage & Cow Killed,,,03 October 2010,D
20 September 2010,27th August 2010,Wounding,Nad-e-Ali,Helmand,Wounding by Mortar,,"1,150.00",16 October 2010,S
20 September 2010,5 Months ago,Property Damage,Nad-e-Ali,Helmand,Rooms and Crops Damaged,,"3,800.00",04 October 2010,S
20 September 2010,1 Month ago,Property Damage,Nad-e-Ali,Helmand,Walls and rooms Demolished,,900.00,28 September 2010,S
21 September 2010,01 September 2010,Fatality,Nad-e-Ali,Helmand,Brother killed,,"2,925.00",02 October 2010,S
21 September 2010,6/7 Days ago,Property Damage,Nad-e-Ali,Helmand,Vehicle destroyed,25760.00,,27 September 2010,D
21 September 2010,27/28 August 2010,Crop Damage,Nahr-e-Saraj,Helmand,Crop burnt,,"1,750.00",02 October 2010,S
21 September 2010,05 March 2010,Wounding,Nahr-e-Saraj,Helmand,Child wounded in crossfire,8000.00,"7,000.00",13 October 2010,S
22 September 2010,1 Month ago,Property Damage,Nahr-e-Saraj,Helmand,Route TRIDENT build & Arcs,,"2,750.00",02 October 2010,S
22 September 2010,40 Days ago,Property Damage,Nad-e-Ali,Helmand,Livestock killed,,675.00,22 September 2010,S
22 September 2010,09 September 2010,Property Damage,Nad-e-Ali,Helmand,Compound demolished,,"8,950.00",02 October 2010,S
22 September 2010,1 Month ago,Property Damage,Nad-e-Ali,Helmand,Livestock killed,,"1,125.00",22 September 2010,S
22 September 2010,December 2009,Property Damage,Sangin,Helmand,Compound damage,,"3,500.00",22 September 2010,S
23 September 2010,20 Days Ago,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops ,,"1,100.00",05 October 2010,S
23 September 2010,2 Months ago,Property Damage,Nahr-e-Saraj,Helmand,Trees cut down,,"1,200.00",09 October 2010,S
25 September 2010,15 Days ago,Fatality,Nahr-e-Saraj,Helmand,Sons killed ,,,28 September 2010,D
26 September 2010,1 Month ago,Property Damage,Nad-e-Ali,Helmand,Wall collapsed for arcs,,"3,050.00",08 November 2010,S
27 September 2010,17 September 2010,Property Damage,Nad-e-Ali,Helmand,Compound damaged,2000.00,"2,000.00",06 October 2010,S
27 September 2010,2 Weeks ago,Crop Damage,Nad-e-Ali,Helmand,Crops damaged,,250.00,28 September 2010,S
27 September 2010,1 Month ago,Property Damage,Sangin,Helmand,Trees destroyed,,125.00,02 October 2010,S
27 September 2010,24 September 2010,RTA,Kabul,Kabul,Road Accident,,250.00,22 October 2010,S
27 September 2010,1 Month ago,Property Damage,Nad-e-Ali,Helmand,Wall destroyed for CP security,,100.00,27 September 2010,S
27 September 2010,3 Months ago,Crop Damage,Nahr-e-Saraj,Helmand,Crops destroyed,,"1,000.00",,W
28 September 2010,21 September 2010,Property Damage,Nahr-e-Saraj,Helmand,Damage to compound,,275.00,13 November 2010,S
28 September 2010,25 days ago,Property Damage,Nahr-e-Saraj,Helmand,Wall knocked down,,"3,000.00",28 September 2010,S
28 September 2010,4 months ago,Crop Damage,Nahr-e-Saraj,Helmand,Crop burnt,,"2,000.00",22 November 2010,S
29 September 2010,28 September 2010,RTA,Nad-e-Ali,Helmand,Car hit by military vehicle,2665.00,"2,665.00",30 September 2010,S
29 September 2010,4 Days ago,Crop Damage,Nad-e-Ali,Helmand,Helo damage to corn,,,24 October 2010,D
29 September 2010,3 Months ago,Property Damage,Nahr-e-Saraj,Helmand,Property destroyed for security reasons,,"5,560.00",13 October 2010,S
29 September 2010,July 2008,Property Damage,Sangin,Helmand,Compound damage,,"7,683.00",29 September 2010,S
29 September 2010,July 2008,Property Damage,Sangin,Helmand,Compound damage,,"4,600.00",29 September 2010,S
30 September 2010,5 Months ago,Property Damage,Nad-e-Ali,Helmand,Compound damaged,,785.00,07 October 2010,S
30 September 2010,2 Days ago,Property Damage,Nad-e-Ali,Helmand,Cotton store burnt,,,11 October 2010,D
30 September 2010,4 Years ago,Property Damage,Now Zad,Helmand,Bazaar destroyed,,900.00,,W
30 September 2010,15 Days ago,Property Damage,Nahr-e-Saraj,Helmand,Trees blown up for arcs,,800.00,30 September 2010,S
30 September 2010,27 September 2010,Property Damage,Nahr-e-Saraj,Helmand,Trees cut down for PB security,,"6,000.00",30 September 2010,S
30 September 2010,21 September 2010,Property Damage,Nad-e-Ali,Helmand,Property damage on take over of compound,,"2,420.00",05 October 2010,S
02 October 2010,16 Days ago,Property Damage,Nahr-e-Saraj,Helmand,Compound damaged during fighting,,625.00,09 October 2010,S
03 October 2010,December 2009,Property Damage,Sangin,Helmand,Compound damage,,"3,600.00",03 October 2010,S
04 October 2010,40 Days ago,Crop Damage,Nahr-e-Saraj,Helmand,Crops destroyed,,625.00,09 October 2010,S
04 October 2010,09 September 2010,Crop Damage,Nad-e-Ali,Helmand,Crops destroyed,,,09 November 2010,D
04 October 2010,2 Weeks ago,Crop Damage,Nahr-e-Saraj,Helmand,Crops destroyed,,970.00,09 October 2010,S
04 October 2010,02 October 2010,Property Damage,Nad-e-Ali,Helmand,Vines & pipes destroyed,,700.00,04 October 2010,S
04 October 2010,28 September 2010,Fatality,Lashkar Gah,Helmand,Child killed in crossfire,,"3,185.00",16 October 2010,S
04 October 2010,22 Days ago,Property Damage,Nahr-e-Saraj,Helmand,Compound damaged,,875.00,,W
04 October 2010,6 Days ago,Property Damage,Nahr-e-Saraj,Helmand,Compound damage,,"1,000.00",27 November 2010,S
05 October 2010,27 September 2010,Property Damage,Nad-e-Ali,Helmand,Route TRIDENT 3 build ,,125.00,18 December 2010,S
05 October 2010,27 September 2010,Property Damage,Nad-e-Ali,Helmand,Route TRIDENT 3 build ,,125.00,27 November 2010,S
05 October 2010,27 September 2010,Property Damage,Nad-e-Ali,Helmand,Route TRIDENT 3 build ,,375.00,,W
05 October 2010,27 September 2010,Property Damage,Nad-e-Ali,Helmand,Route TRIDENT 3 build ,,125.00,09 November 2010,S
05 October 2010,27 September 2010,Property Damage,Nad-e-Ali,Helmand,Route TRIDENT 3 build ,,85.00,08 November 2010,S
05 October 2010,27 September 2010,Property Damage,Nad-e-Ali,Helmand,Route TRIDENT 3 build ,,85.00,22 November 2010,S
05 October 2010,27 September 2010,Property Damage,Nad-e-Ali,Helmand,Route TRIDENT 3 build ,,250.00,08 November 2010,S
05 October 2010,10 February 2010,Property Damage,Nad-e-Ali,Helmand,Compound damage,,"1,600.00",26 October 2010,S
05 October 2010,5 Months ago,Property Damage,Nahr-e-Saraj,Helmand,Crops destroyed,,"1,250.00",20 November 2010,S
05 October 2010,December 2010,Property Damage,Sangin,Helmand,Compound damage,,"15,445.00",06 October 2010,S
06 October 2010,6 Days ago,Property Damage,Nad-e-Ali,Helmand,Cow killed,,,13 October 2010,D
06 October 2010,1 Month ago,Property Damage,Nad-e-Ali,Helmand,Compound damaged,,463.00,30 October 2010,S
06 October 2010,1 Month ago,Property Damage,Nad-e-Ali,Helmand,Compound damaged,,400.00,30 October 2010,S
06 October 2010,4 months ago,Property Damage,Nahr-e-Saraj,Helmand,Compound destroyed,,"1,836.00",22 November 2010,S
06 October 2010,30 September 2010,Crop Damage,Nad-e-Ali,Helmand,Crops destroyed,,"1,250.00",06 October 2010,S
06 October 2010,30 August 2010,Crop Damage,Nad-e-Ali,Helmand,Crops destroyed,,,08 October 2010,D
07 October 2010,4 or 5 Months ago,Property Damage,Nad-e-Ali,Helmand,Compound destroyed,4000.00,,05 November 2010,D
07 October 2010,6 Weeks ago,Property Damage,Nad-e-Ali,Helmand,Compound damaged,4000.00,"1,110.00",30 October 2010,S
07 October 2010,01 October 2010,Property Damage,Nad-e-Ali,Helmand,Damage to trees,,400.00,09 October 2010,S
07 October 2010,23 September 2010,Property Damage,Nad-e-Ali,Helmand,Livestock killed,1750.00,735.00,09 October 2010,S
